ItemCode,ItemName,ForeignName,ItemsGroupCode,ItemType,PurchaseItem,SalesItem,InventoryItem,Manufacturer,ShipType,ManageSerialNumbers,ManageBatchNumbers,IsPhantom,ItemClass,MaterialType,NCMCode,ProductSource,PurchaseUnit,PurchaseItemsPerUnit,SalesUnit,SalesItemsPerUnit,InventoryUOM,MinInventory,MaxInventory,PlanningSystem,ProcurementMethod,OrderMultiple,MinOrderQuantity,LeadTime,User_Text,U_SKILL_CEST,U_SKILL_LisSer,U_SKILL_SerMun,
S0405   ,LU F0022 Limited CRM - PMC (G2INFO)                                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0406   ,LU F0022 Limited CRM - PMC (G2TEC)                                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0407   ,LU F0022 Limited Financial - PMC (G2ANA)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0408   ,LU F0022 Limited Financial - PMC (G2INFO)                                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0409   ,LU F0022 Limited Financial - PMC (G2TEC)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0410   ,LU SAP Serviços Banho e Tosa (G2ANA)                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0411   ,LU SAP Serviços Banho e Tosa (G2INFO)                                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0412   ,LU SAP Serviços Banho e Tosa (G2TEC)                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0413   ,LU F0022 - Trace One - Professional (G2ANA)                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0414   ,LU F0022 - Trace One - Professional (G2INFO)                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0415   ,LU F0022 - Trace One - Professional (G2ANA)                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0416   ,LU F0022 Upgrade Professional - SaaS (G2ANA)                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0417   ,LU F0022 Upgrade Professional - SaaS (G2INFO)                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0418   ,LU F0022 Upgrade Professional - SaaS (G2ANA)                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0419   ,LU F0022 Limited CRM - OEM (G2ANA)                                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0420   ,LU F0022 Limited CRM - OEM (G2INFO)                                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0421   ,LU F0022 Limited CRM - OEM (G2TEC)                                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0422   ,LU F0022 Limited Financial - OEM (G2ANA)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0423   ,LU F0022 Limited Financial - OEM (G2INFO)                                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0424   ,LU F0022 Limited Financial - OEM (G2TEC)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0425   ,Mensalidade LU F0024 Combo 7 - (T1 + 6 produtos) CNPJ Matriz (G2ANA)                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0426   ,Mensalidade LU F0024 Combo 7 - (T1 + 6 produtos) CNPJ Matriz (G2INFO)                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0427   ,Mensalidade LU F0024 Combo 7 - (T1 + 6 produtos) CNPJ Matriz (G2TEC)                      ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0428   ,LU F0024 - Combo Seven (G2ANA)                                                            ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0429   ,LU F0024 - Combo Seven (G2INFO)                                                           ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Skill  ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0430   ,LU F0024 - Combo Seven (G2TEC)                                                            ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0431   ,LU F0022 Limited Logistic - On Premisse (G2ANA)                                           ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0432   ,LU F0022 Limited Logistic - On Premisse (G2INFO)                                          ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0433   ,LU F0022 Limited Logistic - On Premisse (G2TEC)                                           ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0434   ,LU F0022 Limited Financial - On Premisse (G2ANA)                                          ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0435   ,LU F0022 Limited Financial - On Premisse (G2INFO)                                         ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0436   ,LU F0022 Limited Financial - On Premisse (G2TEC)                                          ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0437   ,LU F0022 - Limited - On Premisse (G2ANA)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0438   ,LU F0022 - Limited - On Premisse (G2INFO)                                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0439   ,LU F0022 - Limited - On Premisse (G2TEC)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0440   ,Manutenção Anual - LU Build One Indirect Access - On Premise (OEM/G2ANA)                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0441   ,Manutenção Anual - LU Build One Indirect Access - On Premise (OEM)                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0442   ,LU F0022 Limited Logistic - PMC (G2ANA)                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0443   ,LU F0022 Limited Logistic - PMC (G2INFO)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0444   ,LU F0022 Limited Logistic - PMC (G2TEC)                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0445   ,LU F0022 Upgrade Professional - OEM (G2ANA)                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0446   ,LU F0022 Upgrade Professional - OEM (G2INFO)                                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0447   ,LU F0022 Upgrade Professional - OEM (G2TEC)                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0448   ,Prestação de Serviços - Implantação (G2ANA)                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0449   ,Prestação de Serviços - Implantação                                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0450   ,Prestação de Serviços - Consultoria Avulsa (G2ANA)                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0451   ,Prestação de Serviços - Consultoria Avulsa                                                ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,SERVIÇOS       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0452   ,Prestação de Serviços - Suporte Avançado Health One                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0453   ,Prestação de Serviços - Suporte Avançado (G2ANA)                                          ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,SGA    ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0454   ,Prestação de Serviços - Suporte Avançado                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,SGA    ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0455   ,Prestação de Serviços - Desenvolvimento (G2ANA)                                           ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,DESENVOLVIMENTO,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0456   ,Prestação de Serviços - Desenvolvimento                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,G2     ,DESENVOLVIMENTO,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0457   ,LU F0022 - Limited - On Premisse (G2ANA)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0458   ,LU F0022 - Limited - On Premisse (G2INFO)                                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0459   ,LU F0022 - Limited - On Premisse (G2TEC)                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0460   ,LU F0353 - Humanus (G2ANA)                                                                ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0461   ,LU F0353 - Humanus (G2INFO)                                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0462   ,LU F0353 - Humanus (G2TEC)                                                                ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0463   ,LU B1 Up - Print & Delivery (G2ANA)                                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0464   ,LU B1 Up - Print & Delivery                                                               ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Boyum IT      ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0465   ,LU SAP PDV (G2ANA)                                                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0466   ,LU SAP PDV (G2INFO)                                                                       ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0467   ,LU SAP PDV (G2TEC)                                                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0468   ,Mensalidade LU Supera (G2ANA)                                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0469   ,Mensalidade LU Supera (G2INFO)                                                            ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0470   ,Mensalidade LU Supera (G2TEC)                                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0471   ,Manutenção On Premisse                                                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,,,,,,2919,2919,
S0472   ,Manutenção On Premisse (G2ANA)                                                            ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",Usuário          ,1,Usuário   ,1,Usuário   ,,,,,,,,,,2660,2660,
S0473   ,Manutenção Mensal SAP Business One - SaaS                                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0474   ,Manutenção Mensal SAP Business One - SaaS (G2ANA)                                         ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0475   ,LU NG Folha  101 até 300 Funcionários / até 5 CNPJs (G2INFO)                              ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0476   ,Manutenção e Suporte ISJ                                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0477   ,Multa Rescisória                                                                          ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0478   ,Multa Rescisória (G2ANA)                                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0479   ,Cloud Compensation                                                                        ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S048    ,LU Integração (INFO)                                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Sim        ,- Nenhum fabricante -,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,,,
S0480   ,Cloud Compensation (G2ANA)                                                                ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0481   ,LU Health One Professional (OEM) G2INFO                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0482   ,LU Health One Limited - CRM (OEM) G2INFO                                                  ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0483   ,Manutenção Mensal B1 UP                                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Boyum IT      ,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0484   ,Manutenção Mensal Print Delivery                                                          ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,Boyum IT      ,Outros ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0485   ,Hosting                                                                                   ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0486   ,Manutenção Anual - LU Health One SPA                                                      ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S0487   ,Manutenção OEM (G2ANA)                                                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0488   ,Manutenção PMC (G2ANA)                                                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,SAP    ,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0489   ,Manutenção OEM                                                                            ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU SAP ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2919,2919,
S049    ,LU Integração (INFO)                                                                      ,,Itens ,itItems,Sim         ,Sim       ,Não        ,G2     ,CLOUD  ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2800,2800,
S0490   ,Manutenção Triple One                                                                     ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0491   ,Manutenção Supera (G2ANA)                                                                 ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,LU ADDON       ,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0492   ,LU Health One Limited - Financial (OEM/G2ANA)                                             ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
S0493   ,Manutenção Mensal - Health One (G2ANA)                                                    ,,Serviços  ,itItems,Sim         ,Sim       ,Não        ,- Nenhum fabricante -,,Não,Não,Não,Serviço,Matéria Prima,,"Nacional, exceto as indicadas nos códigos 3 a 5",,1,,1,,,,,,,,,,,2660,2660,
